Gene loci,Bprom,DeepTFactor
BPSL1611, Number of predicted promoters -0,False
BPSL1612, Number of predicted promoters -1,False
BPSL1613, Number of predicted promoters -0,False
BPSL1614, Number of predicted promoters -0,False
BPSL1615, Number of predicted promoters -0,False
BPSL1616, Number of predicted promoters -1,False
BPSL1617, Number of predicted promoters -1,False
BPS_RS08580, Number of predicted promoters -1,False
BPSL1618, Number of predicted promoters -1,False
BPS_RS08590, Number of predicted promoters -2,False
BPSL1619, Number of predicted promoters -1,False
BPSL1621, Number of predicted promoters -0,False
BPSL1622, Number of predicted promoters -2,False
BPSL1623, Number of predicted promoters -1,False
BPSL1625, Number of predicted promoters -2,False
BPS_RS08620, Number of predicted promoters -1,False
BPSL1626, Number of predicted promoters -2,False
BPSL1627, Number of predicted promoters -1,False
BPSL1628, Number of predicted promoters -1,False
BPSL1629, Number of predicted promoters -2,False
BPSL1631, Number of predicted promoters -2,False
BPSL1632, Number of predicted promoters -1,False
BPSL1633, Number of predicted promoters -1,True
BPSL1634, Number of predicted promoters -4,False
BPSL1635, Number of predicted promoters -2,True
BPS_RS08675, Number of predicted promoters -1,False
BPSL1636, Number of predicted promoters -1,False
BPSL1637, Number of predicted promoters -3,False
BPSL1638, Number of predicted promoters -1,False
BPSL1639, Number of predicted promoters -1,False
BPSL1642, Number of predicted promoters -1,True
BPSL1643, Number of predicted promoters -1,False
BPSL1644, Number of predicted promoters -0,False
BPSL1645, Number of predicted promoters -2,False
BPSL1646, Number of predicted promoters -2,False
BPSL1647, Number of predicted promoters -2,False
BPSL1648, Number of predicted promoters -1,False
BPSL1649, Number of predicted promoters -1,False
BPSL1650, Number of predicted promoters -2,False
BPSL1651, Number of predicted promoters -1,False
BPSL1652, Number of predicted promoters -3,False
BPSL1653, Number of predicted promoters -1,True
BPSL1654, Number of predicted promoters -3,False
BPSL1655, Number of predicted promoters -2,False
BPSL1656, Number of predicted promoters -1,False
BPSL1657, Number of predicted promoters -2,True
BPSL1658a, Number of predicted promoters -1,False
BPSL1659, Number of predicted promoters -2,False
BPSL1660, Number of predicted promoters -2,False
BPSL1661, Number of predicted promoters -5,False
BPSL1662, Number of predicted promoters -0,False
BPSL1663, Number of predicted promoters -1,False
BPSL1664, Number of predicted promoters -3,False
BPSL1665, Number of predicted promoters -2,False
BPSL1666, Number of predicted promoters -6,False
BPSL1667, Number of predicted promoters -2,False
BPSL1668, Number of predicted promoters -1,False
BPSL1668A, Number of predicted promoters -0,False
BPSL1669, Number of predicted promoters -2,True
BPSL1670, Number of predicted promoters -1,False
BPSL1671, Number of predicted promoters -1,False
BPSL1672, Number of predicted promoters -2,False
BPS_RS08860, Number of predicted promoters -0,False
BPSL1674, Number of predicted promoters -1,False
BPSL1675, Number of predicted promoters -0,False
BPSL1676, Number of predicted promoters -1,False
BPSL1677, Number of predicted promoters -0,False
BPSL1678, Number of predicted promoters -1,False
BPSL1679, Number of predicted promoters -1,False
BPSL1680, Number of predicted promoters -1,True
BPSL1681, Number of predicted promoters -2,False
BPSL1682, Number of predicted promoters -0,False
BPSL1683, Number of predicted promoters -1,False
BPSL1684, Number of predicted promoters -1,False
BPSL1685, Number of predicted promoters -0,False
BPSL1686, Number of predicted promoters -1,True
BPSL1687, Number of predicted promoters -1,False
BPSL1688, Number of predicted promoters -1,False
BPSL1689, Number of predicted promoters -1,False
BPSL1690, Number of predicted promoters -1,False
BPSL1691, Number of predicted promoters -1,False
BPSL1692, Number of predicted promoters -1,False
BPS_RS08960, Number of predicted promoters -1,True
BPS_RS08965, Number of predicted promoters -1,False
BPSL1693, Number of predicted promoters -1,False
BPSL1694, Number of predicted promoters -2,False
BPSL1695, Number of predicted promoters -2,True
BPS_RS31780, Number of predicted promoters -2,False
BPSL1696, Number of predicted promoters -2,True
BPS_RS08990, Number of predicted promoters -0,False
BPS_RS08995, Number of predicted promoters -0,False
BPS_RS32065, Number of predicted promoters -0,False
BPS_RS09005, Number of predicted promoters -0,False
BPSL1702, Number of predicted promoters -2,True
BPS_RS09015, Number of predicted promoters -3,False
BPSL1704a, Number of predicted promoters -1,False
BPSL1705, Number of predicted promoters -9,False
BPS_RS09030, Number of predicted promoters -1,True
BPSL1706, Number of predicted promoters -1,False
BPSL1707, Number of predicted promoters -4,False
BPSL1708, Number of predicted promoters -0,False
BPS_RS09050, Number of predicted promoters -1,False
BPSL1709, Number of predicted promoters -0,False
BPSL1710, Number of predicted promoters -0,False
BPSL1711, Number of predicted promoters -1,False
BPSL1712, Number of predicted promoters -4,False
BPSL1713, Number of predicted promoters -0,False
BPSL1714, Number of predicted promoters -0,False
BPSL1715, Number of predicted promoters -0,False
BPSL1716, Number of predicted promoters -0,False
BPSL1717, Number of predicted promoters -0,False
BPSL1718, Number of predicted promoters -2,False
BPSL1719, Number of predicted promoters -0,False
BPSL1720, Number of predicted promoters -0,False
BPSL1721, Number of predicted promoters -0,False
BPSL1722, Number of predicted promoters -1,False
BPSL1723, Number of predicted promoters -1,False
BPSL1724, Number of predicted promoters -2,False
BPSL1725, Number of predicted promoters -2,False
BPSL1726, Number of predicted promoters -0,False
BPSL1727, Number of predicted promoters -1,False
BPS_RS09150, Number of predicted promoters -0,False
BPSL1728, Number of predicted promoters -2,False
BPSL1729, Number of predicted promoters -0,True
BPSL1730, Number of predicted promoters -1,False
BPSL1731, Number of predicted promoters -0,False
BPSL1732, Number of predicted promoters -0,False
BPS_RS09180, Number of predicted promoters -0,False
BPSL1733, Number of predicted promoters -1,False
BPSL1734, Number of predicted promoters -0,False
BPSL1735, Number of predicted promoters -0,False
BPSL1736, Number of predicted promoters -0,False
BPSL1737, Number of predicted promoters -0,False
BPSL1738, Number of predicted promoters -0,False
BPSL1739, Number of predicted promoters -0,False
BPSL1740, Number of predicted promoters -0,False
BPS_RS09225, Number of predicted promoters -0,False
BPSL1741, Number of predicted promoters -1,False
BPSL1742, Number of predicted promoters -0,False
BPSL1743, Number of predicted promoters -0,False
BPSL1744, Number of predicted promoters -0,False
BPSL1745, Number of predicted promoters -2,False
BPSL1746, Number of predicted promoters -0,False
BPSL1747, Number of predicted promoters -1,False
BPSL1748, Number of predicted promoters -1,True
BPSL1749, Number of predicted promoters -1,False
BPSL1750, Number of predicted promoters -0,True
BPSL1751, Number of predicted promoters -1,False
BPSL1752, Number of predicted promoters -1,True
BPSL1753, Number of predicted promoters -1,False
BPSL1754, Number of predicted promoters -1,False
BPSL1755, Number of predicted promoters -1,False
BPSL1756, Number of predicted promoters -0,False
BPSL1757, Number of predicted promoters -1,False
BPSL1758, Number of predicted promoters -1,False
BPSL1759, Number of predicted promoters -0,False
BPSL1760, Number of predicted promoters -0,False
BPSL1761, Number of predicted promoters -1,False
BPSL1762, Number of predicted promoters -0,False
BPSL1763, Number of predicted promoters -1,False
BPS_RS09345, Number of predicted promoters -0,False
BPSL1764, Number of predicted promoters -0,False
BPSL1765, Number of predicted promoters -0,False
BPSL1766, Number of predicted promoters -0,False
BPSL1767, Number of predicted promoters -0,False
BPSL0001, Number of predicted promoters -1,False
BPSL0002, Number of predicted promoters -2,False
BPSL0003, Number of predicted promoters -1,False
BPSL0004, Number of predicted promoters -1,False
BPSL0005, Number of predicted promoters -0,False
BPSL0006, Number of predicted promoters -1,False
BPSL0007, Number of predicted promoters -2,False
BPSL0008, Number of predicted promoters -0,False
BPSL0009, Number of predicted promoters -1,False
BPSL0010, Number of predicted promoters -1,False
BPSL0011, Number of predicted promoters -1,False
BPSL0012, Number of predicted promoters -1,False
BPSL0013, Number of predicted promoters -0,False
BPSL0014, Number of predicted promoters -1,False
BPSL0015, Number of predicted promoters -0,False
BPSL0016, Number of predicted promoters -0,False
BPSL0017, Number of predicted promoters -0,False
BPSL0018, Number of predicted promoters -0,False
BPSL0019, Number of predicted promoters -1,False
BPSL0020, Number of predicted promoters -0,False
BPSL0021, Number of predicted promoters -1,True
BPSL0022, Number of predicted promoters -2,False
BPSL0023, Number of predicted promoters -1,True
BPSL0024, Number of predicted promoters -1,False
BPSL0025, Number of predicted promoters -1,False
BPSL0026, Number of predicted promoters -1,False
BPSL0027, Number of predicted promoters -0,False
BPSL0028, Number of predicted promoters -0,False
BPSL0029, Number of predicted promoters -0,False
BPSL0030, Number of predicted promoters -1,False
BPSL0031, Number of predicted promoters -0,False
BPSL0032, Number of predicted promoters -0,False
BPSL0033, Number of predicted promoters -1,True
BPSL0034, Number of predicted promoters -0,False
BPSL0035, Number of predicted promoters -0,False
BPSL0036, Number of predicted promoters -2,False
BPSL0037, Number of predicted promoters -0,False
BPSL0038, Number of predicted promoters -1,False
BPSL0039, Number of predicted promoters -0,False
BPSL0040, Number of predicted promoters -0,True
BPSL0041, Number of predicted promoters -1,False
BPSL0042, Number of predicted promoters -1,False
BPSL0043, Number of predicted promoters -1,False
BPSL0044, Number of predicted promoters -0,False
BPSL0045, Number of predicted promoters -3,True
BPSL0046, Number of predicted promoters -0,False
BPSL0047, Number of predicted promoters -0,False
BPSL0048, Number of predicted promoters -0,False
BPSL0049, Number of predicted promoters -0,False
BPSL0050, Number of predicted promoters -0,False
BPSL0051, Number of predicted promoters -0,False
BPSL0052, Number of predicted promoters -0,False
BPSL0053, Number of predicted promoters -0,False
BPSL0054, Number of predicted promoters -0,False
BPSL0055, Number of predicted promoters -1,False
BPSL0056, Number of predicted promoters -1,True
BPSL0057, Number of predicted promoters -0,False
BPS_RS00295, Number of predicted promoters -1,False
BPSL0058, Number of predicted promoters -1,False
BPSL0059, Number of predicted promoters -1,False
BPSL0060, Number of predicted promoters -1,True
BPSL0061, Number of predicted promoters -1,False
BPSL0062, Number of predicted promoters -1,False
BPSL0063, Number of predicted promoters -2,False
BPSL0064, Number of predicted promoters -0,False
BPSL0065, Number of predicted promoters -1,False
BPSL0066, Number of predicted promoters -0,False
BPSL0067, Number of predicted promoters -1,False
BPSL0068, Number of predicted promoters -0,False
BPS_RS31715, Number of predicted promoters -1,False
BPSL0069, Number of predicted promoters -1,False
BPSL0070, Number of predicted promoters -1,True
BPSL0071, Number of predicted promoters -1,False
BPSL0072, Number of predicted promoters -1,False
BPS_RS00375, Number of predicted promoters -1,False
BPSL0073, Number of predicted promoters -3,False
BPSL0074, Number of predicted promoters -3,False
BPSL0075, Number of predicted promoters -2,False
BPSL0075a, Number of predicted promoters -1,False
BPSL0076, Number of predicted promoters -0,False
BPSL0077, Number of predicted promoters -1,False
BPSL0078, Number of predicted promoters -3,False
BPSL0079, Number of predicted promoters -2,False
BPSL0080, Number of predicted promoters -2,False
BPSL0081, Number of predicted promoters -2,False
BPSL0082, Number of predicted promoters -2,False
BPSL0083, Number of predicted promoters -0,False
BPSL0084, Number of predicted promoters -0,False
BPSL0085, Number of predicted promoters -0,False
BPSL0086, Number of predicted promoters -1,False
